,Address,Style,Building Type,Basement Development,Exterior Finish,Fireplace,OwnershipType,Property Type,Bedrooms,Bathrooms,Amenities Nearby,Lot Size,Parking Type,No. of Parking Spaces,Storeys,Floor Area (m^2),Features,Condo Fees,Community Features,Price
622,"22 DONWOODS DR, Toronto, Ontario, M4N 2G1",Detached,House,Finished,"Brick, Stucco",Yes,Freehold,Single Family,4+1,5.0,"Park, Public Transit, Schools",50 x 161 FT,Detached garage,4.0,2.0,197.57000000000005,,,,"$2,980,000"
623,"145 DUNBLAINE AVE, Toronto, Ontario, M5M 2S4",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+1,5.0,,29.36 x 129.89 FT,Garage,3.0,2.0,145.31,,,,"$2,895,000"
624,,Detached,House,Finished,Brick,Yes,Freehold,Single Family,6+1,7.0,Park,206.73 FT,Garage,20.0,2.0,417.86,"Wooded area, Conservation/green belt",,,"$2,870,000"
625,"916  MANNING AVE, Toronto, Ontario, M6G 2X4",Fourplex,Multi-Family,,,,,Multi-family,,,,21 x 127 FT,,,,,,,,"$2,798,000"
626,"10 BERNICE AVE, Toronto, Ontario, M8Y 1Z6",Detached,House,Finished,Stucco,Yes,Freehold,Single Family,4+3,5.0,,50 x 116.5 FT,Garage,3.0,2.0,186.07,,,,"$2,788,000"
627,"5 Blythwood GDNS, Toronto, ON, M4N 3L2",Detached,,Finished,Brick,,,,4,4.0,,"37.05 x 87.25 FT ; Widens To 47.05 At Rear, S76.25",,3.0,3.0,123.34,Cul-de-sac,,,"$2,495,000"
628,"97 Runnymede ROAD, Toronto, ON, M6S 2Y4",Triplex,,,Brick,,,,6+1,3.0,,33.99 x 105 FT,Detached garage,3.0,2.0,110.29999999999998,,,,"$2,378,000"
629,"14 Camwood Cres, Toronto, ON, M3A 3L2",Detached,,,,,,,3,2.0,,,,4.0,1.0,149.47,,,,"$1,875,000"
630,"23 GLENAVY AVE, Toronto, Ontario, M4P 2T5",Detached,House,,Brick,,Freehold,Single Family,3+1,3.0,"Hospital, Park, Public Transit, Schools",30 x 98.87 FT,Detached garage,4.0,2.0,60.79,,,,"$1,838,000"
631,"159 BRYCEMOOR RD, Toronto, Ontario, M1C 2R4",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+2,6.0,,60 x 125 FT,Attached garage,6.0,2.0,233.55,,,,"$1,699,000"
632,"34 CRAYFORD DR, Toronto, Ontario, M1W 3B6",Detached,House,Finished,"Brick, Stucco",Yes,Freehold,Single Family,4+2,4.0,,45.05 x 228.32 FT ; *A932288,Attached garage,12.0,2.0,121.5,,,,"$1,699,000"
633,"319 WESTMORELAND AVE, Toronto, Ontario, M6H 3A4",Townhouse,Row / Townhouse,,Brick,,Freehold,Single Family,3,3.0,,14.9 x 44.3 FT,Garage,1.0,3.0,88.28,,,,"$1,689,900"
634,"43 GLADYS RD, Toronto, Ontario, M1C 1C7",Detached,House,Finished,"Brick, Stone",,Freehold,Single Family,5+2,6.0,"Hospital, Park, Public Transit, Schools",50 x 217.83 FT,Attached garage,12.0,2.0,172.28,,,,"$1,588,800"
635,"29 SIMPSON AVE, Toronto, Ontario, M4K 1A1",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,7+1,4.0,,25.15 x 114 FT,,,3.0,125.64,,,,"$1,499,000"
636,"5 Beaty, Toronto, ON, M6K 3B3",Semi-Detached,,Unfinished,Brick,,,,5,2.0,,25.49 x 148 FT,,,3.0,153.1,,,,"$1,499,000"
637,"93 ARMSTRONG AVE, Toronto, Ontario, M6H 1V9",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+3,3.0,,22.82 x 124.47 FT,Detached garage,2.0,2.0,127.11,Lane,,,"$1,459,900"
638,"14 SEAFORTH AVE, Toronto, Ontario, M6K 1N5",Detached,House,Unfinished,Brick,,Freehold,Single Family,3,2.0,"Park, Public Transit",25 x 134 FT,,,2.0,112.3,,,,"$1,449,000"
639,"353 GLENHOLME AVE, Toronto, Ontario, M6E 3E4",Townhouse,Row / Townhouse,Finished,Brick,Yes,Freehold,Single Family,3+1,4.0,"Park, Public Transit, Schools",21.25 x 114.92 FT,Garage,3.0,2.0,107.22,,,,"$1,399,000"
640,"28 CONWAY AVE, Toronto, Ontario, M6E 1H2",Detached,House,Finished,Brick,,Freehold,Single Family,3+2,2.0,"Park, Public Transit, Schools",20 x 157 FT,Detached garage,1.0,2.0,126.92,Lane,,,"$1,399,000"
641,"76 Brian DR, Toronto, ON, M2J 3Y4",Detached,,Finished,Brick,,,,4+1,4.0,,60.22 x 100.06 FT,Attached garage,4.0,2.0,122.07,,,,"$1,393,000"
642,"41 LONGHOPE PL, Toronto, Ontario, M2J 1Y1",Detached,House,Finished,"Brick, Vinyl",,Freehold,Single Family,3+1,2.0,"Hospital, Public Transit, Schools",40 x 121.92 FT ; Irregular 113.25 X 40.03 X 130.75 X87.29,,6.0,2.0,124.96,Wooded area,,,"$1,388,000"
643,"93 HOUNSLOW AVE, Toronto, Ontario, M2N 2B1",Detached,House,,Stucco,,Freehold,Single Family,2+2,2.0,"Park, Public Transit, Schools",40 x 132 FT,Detached garage,3.0,1.0,,,,,"$1,380,000"
644,"318 HORSHAM AVE, Toronto, Ontario, M2R 1G6",Detached,House,Partially finished,Brick,,Freehold,Single Family,3,1.0,"Park, Public Transit, Schools",48.58 x 132 FT ; Perfectly Sized Beautiful Lot!,Attached garage,4.0,1.0,,Level lot,,Community Centre,"$1,300,000"
645,"22 ACHESON BLVD, Toronto, Ontario, M1C 3C5",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4,4.0,,65 x 141.47 FT ; Irregular As Per Mpac,Garage,4.0,2.0,125.96,,,,"$1,299,900"
646,"17 BESWICK PARK CRT, Toronto, Ontario, M1V 0C2",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,5,4.0,,9.4 x 23.18 M ; Irreg,Garage,4.0,3.0,194.86,,,,"$1,299,000"
647,"197 BRUNSWICK AVE, Toronto, Ontario, M5S 2M4",Semi-Detached,House,,,,Freehold,Single Family,2,2.0,"Hospital, Park, Public Transit, Schools",14.01 x 134 FT,,,2.0,93.03,,,,"$1,199,999"
648,"3692 St. Clair Ave E, Toronto, ON, M1M 1T2",Triplex,,,,,,,4+2,3.0,,,,5.0,2.0,138.6,,,,"$1,199,000"
649,"747 RICHMOND ST W, Toronto, Ontario, M6J 1C4",Semi-Detached,House,Unfinished,Brick,,Freehold,Single Family,3,1.0,,16.99 x 90.92 FT,,,2.0,75.67999999999998,,,,"$1,199,000"
650,"93 AMBLESIDE AVE, Toronto, Ontario, M8Z 2H9",Detached,House,,Brick,,Freehold,Single Family,2+2,2.0,"Public Transit, Schools",49.08 x 109.08 FT,Attached garage,3.0,1.0,56.72,,,,"$1,193,000"
651,"#8 -265 VAN DUSEN BLVD, Toronto, Ontario, M8Z 3J2",Townhouse,Row / Townhouse,Finished,Brick,Yes,Freehold,Single Family,3+1,3.0,"Park, Public Transit, Schools",14.07 x 60.23 FT,Garage,2.0,3.0,99.92,"Cul-de-sac, Lane",,,"$1,189,000"
652,"10 FOUR OAKS GATE, Toronto, Ontario, M4J 2X2",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,2+2,3.0,"Park, Public Transit, Schools",40 x 110 FT,Attached garage,3.0,1.0,107.71,Cul-de-sac,,,"$1,099,000"
653,"246 ONTARIO ST, Toronto, Ontario, M5A 2V5",Semi-Detached,House,,Brick,,Freehold,Single Family,2,1.0,,23 x 92.8 FT,,2.0,1.0,77.47,Lane,,,"$1,049,000"
654,"16 HORNSHILL DR, Toronto, Ontario, M1S 2Y2",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4,3.0,,45 x 149 FT,Attached garage,4.0,2.0,134.56,,,,"$999,000"
655,"4 MANCHESTER AVE, Toronto, Ontario, M6G 1V3",Detached,House,Finished,"Aluminum siding, Stone",,Freehold,Single Family,3,3.0,"Hospital, Park, Public Transit, Schools",25 x 50 FT,,1.0,2.0,78.02999999999999,,,Community Centre,"$999,000"
656,"285 PARLIAMENT ST, Toronto, Ontario, M5A 2Z6",Semi-Detached,House,Unfinished,Brick,,Freehold,Single Family,3+2,2.0,,26.08 x 83.5 FT ; Regular,,3.0,2.0,85.53,,,,"$998,900"
657,"118 Ashdale, Toronto, ON, M4L 2Y9",Detached,,Finished,Brick,,,,2+1,1.0,Hospital,25 x 117.08 FT,,,2.0,52.02,,,,"$998,000"
658,"1142 GERRARD ST E, Toronto, Ontario, M4L 1Y2",Semi-Detached,House,,"Aluminum siding, Brick",,Freehold,Single Family,3+1,3.0,,17.58 x 123.33 FT,,,2.0,71.41999999999999,,,,"$998,000"
659,"15 Valhalla Blvd, Toronto, ON, M1N 3B1",Detached,,,,,,,2+1,2.0,,,,3.0,1.0,57.19000000000001,,,,"$968,800"
660,"93 BIRCHCLIFF AVE, Toronto, Ontario, M1N 3C6",Detached,House,Finished,Brick,,Freehold,Single Family,2+1,2.0,"Park, Public Transit, Schools",24.75 x 100 FT,,1.0,2.0,,,,Community Centre,"$965,000"
661,"82 RIVERHEAD DR, Toronto, Ontario, M9W 4G7",Detached,House,Partially finished,Brick,,Freehold,Single Family,3,2.0,"Public Transit, Schools",50.98 x 120 FT,Garage,5.0,3.0,89.44,Ravine,,,"$938,800"
662,"29 FLYCATCHER AVE, Toronto, Ontario, M1X 1Z2",Detached,House,Finished,Brick,,Freehold,Single Family,4+1,4.0,"Hospital, Park, Public Transit, Schools",38.29 x 81.2 FT ; As Per Deed,Attached garage,3.0,2.0,119.46,,,Community Centre,"$899,900"
663,"408 Nairn Ave, Toronto, ON, M6E 4J3",Semi-Detached,,,,,,,3+1,2.0,,,,5.0,2.0,72.52,,,,"$899,900"
664,"277 Rhodes, Toronto, ON, M4L 3A2",Semi-Detached,,Finished,"Stucco, Vinyl",,,,3,2.0,"Park, Public Transit, Schools",17.75 x 110 FT,,1.0,2.0,131.07,,,,"$899,000"
665,"15 ALPACA DR, Toronto, Ontario, M1J 2Z8",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,3+1,3.0,,40 x 134.25 FT,Garage,6.0,1.0,91.76,,,,"$899,000"
666,"#LOT 21 -1970 VICTORIA PARK AVE, Toronto, Ontario, M1R 1S7",Townhouse,Row / Townhouse,,"Brick, Stone",,Freehold,Single Family,3,3.0,"Hospital, Public Transit, Schools",14 x 40 FT ; Fronting On Vic Park,,,3.0,82.46,,,,"$879,900"
667,"192 CALEDONIA RD, Toronto, Ontario, M6E 4S7",Semi-Detached,House,Finished,,,Freehold,Single Family,3,3.0,"Hospital, Park, Public Transit, Schools",18 x 132 FT,Detached garage,3.0,2.0,127.94,Lane,,School Bus,"$850,000"
668,"27 GOODALL DR, Toronto, Ontario, M1B 5C8",Detached,House,Finished,Brick,,Freehold,Single Family,3+1,3.0,,29.52 x 101.7 FT,Detached garage,2.0,2.0,78.42,,,,"$849,900"
669,"26 SEACLIFF BLVD, Toronto, Ontario, M9L 2G4",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,2.0,,32.5 x 119.7 FT,Garage,4.0,1.0,79.34,,,,"$829,900"
670,"20 DANCY AVE, Toronto, Ontario, M1V 1G1",Townhouse,Row / Townhouse,Finished,"Aluminum siding, Brick",,Freehold,Single Family,4,3.0,,20 x 100 FT,Attached garage,1.0,2.0,79.4,,,,"$806,000"
671,"2604 KEELE ST, Toronto, Ontario, M6L 2P1",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,3,2.0,,30 x 115 FT,Attached garage,3.0,2.0,77.0,,,,"$799,000"
672,"1 Abbotsfield Gate, Toronto, ON, M1T 1N9",Detached,,,,,,,3+1,2.0,,,,3.0,1.0,69.51,,,,"$798,800"
673,"92 DUNSFOLD DR, Toronto, Ontario, M1B 1T6",Detached,House,Finished,"Brick, Vinyl",,Freehold,Single Family,3+2,3.0,,40 x 125 FT,,3.0,2.0,77.1,,,,"$729,888"
674,"580 MCCOWAN RD, Toronto, Ontario, M1J 1J8",Detached,House,Finished,Brick,,Freehold,Single Family,3+2,2.0,,56 x 96.6 FT,,2.0,1.0,77.67,,,,"$699,900"
675,"61 BERGEN RD, Toronto, Ontario, M1P 1S1",Semi-Detached,House,,Brick,,Freehold,Single Family,3,2.0,,29.92 x 100 FT,Carport,3.0,2.0,64.38,,,,"$599,000"
676,"54 Rosedale Heights Dr, Toronto, ON, M4T 1C5",Detached,,,,,,,5+1,6.0,,,,6.0,2.0,1968.93,,,,"$5,399,000"
677,"16 Old Colony ROAD, Toronto, ON, M2L 2J8",Detached,,Finished,Brick,,,,4+1,6.0,"Park, Public Transit",130 x 105 FT,Garage,8.0,2.0,215.57,Wooded area,,,"$4,880,000"
678,"20 Vesta Dr, Toronto, ON, M5P 2Z5",Detached,,,,,,,4,5.0,,,,2.0,2.0,195.11,,,,"$3,858,000"
679,"307 RIVERSIDE DR, Toronto, Ontario, M6S 5A6",Fourplex,Multi-Family,,,,,Multi-family,,,,82.09 FT,,,,,,,,"$3,499,900"
680,"307 RIVERSIDE DR, Toronto, Ontario, M6S 5A6",Detached,House,Finished,"Brick, Concrete",,Freehold,Single Family,9,6.0,"Public Transit, Schools",82.09 FT ; Irregular,Garage,6.0,3.0,,Wooded area,,,"$3,499,900"
681,"87 Northdale Rd, Toronto, ON, M2L 2L9",Detached,,,,,,,3,2.0,,,,8.0,,,,,,"$2,599,000"
682,"28 Melrose Ave, Toronto, ON, M5M 1Y5",Detached,,,,,,,4,4.0,,,,2.0,2.0,130.93,,,,"$2,225,000"
683,"48 Stewart St, Toronto, ON, M5V 1H6",Semi-Detached,,,,,,,2+1,2.0,,,,,8.0,167.11,,,,"$2,150,000"
684,"484 Donlands Ave, Toronto, ON, M4J 3S6",Detached,,,,,,,4+1,4.0,,,,5.0,2.0,,,,,"$2,099,000"
685,"59 Chudleigh, Toronto, ON, M4R 1T4",Detached,,Partially finished,Brick,,,,3,2.0,"Park, Public Transit, Schools",29.27 x 120 FT,,2.0,2.0,110.5,,,,"$1,978,500"
686,"179 HARLANDALE AVE, Toronto, Ontario, M2N 1P5",Detached,House,Finished,Brick,,Freehold,Single Family,3+1,2.0,"Park, Public Transit, Schools",50 x 117.66 FT,Attached garage,3.0,2.0,75.08,,,School Bus,"$1,599,000"
687,"564 MAIN ST, Toronto, Ontario, M4C 4Y4",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4,5.0,"Hospital, Park, Schools",25 x 123 FT,,3.0,2.0,123.04999999999998,Ravine,,,"$1,599,000"
688,"22 Iondale Pl, Toronto, ON, M1K 3B2",Detached,,,,,,,5+2,3.0,,,,4.0,2.0,116.83,,,,"$1,099,000"
689,"122 HADRIAN DR, Toronto, Ontario, M9W 1V4",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+2,2.0,"Hospital, Park, Public Transit, Schools",83.33 x 219.83 FT,Attached garage,6.0,1.0,112.23,Ravine,,,"$899,999"
690,"943 PAPE AVE, Toronto, Ontario, M4K 3V4",Detached,House,,Brick,,Freehold,Single Family,2+1,2.0,"Hospital, Park, Public Transit, Schools",25.75 x 100 FT,,3.0,1.0,619.83,Lane,,Community Centre,"$899,000"
691,"4 Sundel, Toronto, ON, M6M 3K3",Detached,,Finished,"Brick, Stucco",,,,3+1,3.0,"Hospital, Park, Public Transit, Schools",20.01 x 120 FT,,1.0,2.0,,,,,"$899,000"
692,"2 JUDHAVEN RD, Toronto, Ontario, M9V 2P2",Detached,House,Finished,Brick,,Freehold,Single Family,3+3,2.0,,111 x 45 FT,,2.0,1.0,70.98,,,,"$888,800"
693,"85 ELNATHAN CRES, Toronto, Ontario, M9L 2G2",Semi-Detached,House,,Brick,,Freehold,Single Family,4,3.0,,27 x 100 FT ; Irregular Lot,,3.0,2.0,86.85000000000002,,,,"$880,000"
694,"27 WALTHAM DR, Toronto, Ontario, M9V 1S6",Detached,House,Finished,Stucco,Yes,Freehold,Single Family,3+3,2.0,,61 x 170 FT ; Irregular,,5.0,1.0,,,,,"$799,900"
695,"9 Vyner ROAD, Toronto, ON, M2L 2N3",Detached,,Finished,Brick,,,,3+2,3.0,"Hospital, Park, Public Transit, Schools",87.57 x 96.81 FT ; Irregular As Per Survey,Garage,6.0,,,Ravine,,,"$1,888,800"
696,"462 ST GERMAIN AVE, Toronto, Ontario, M5M 1X1",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,2.0,"Park, Public Transit, Schools",25 x 150 FT,,1.0,2.0,71.84,,,,"$1,688,000"
697,"123 Sorauren Ave, Toronto, ON, M6R 2E3",Detached,,,,,,,4,2.0,,,,1.0,5.0,141.06000000000003,,,,"$1,649,999"
698,"25 Mcgillivray Ave, Toronto, ON, M9V 1G2",Detached,,,,,,,3+2,4.0,,,,7.0,2.0,186.72,,,,"$1,499,000"
699,"37 CONNAUGHT AVE, Toronto, Ontario, M2M 1G7",Detached,House,Finished,"Brick, Vinyl",Yes,Freehold,Single Family,3,2.0,"Park, Public Transit, Schools",25 x 131.8 FT,,3.0,2.0,151.65,,,Community Centre,"$1,390,000"
700,"4 ROYDAWN CRT, Toronto, Ontario, M1C 3C6",Detached,House,Finished,Stucco,Yes,Freehold,Single Family,4+3,4.0,"Hospital, Park, Schools",66.69 x 113.25 FT,Attached garage,4.0,2.0,144.58,,,,"$1,299,999"
701,"326 CHARTLAND BLVD S, Toronto, Ontario, M1S 3P3",Detached,House,Finished,"Brick, Vinyl",Yes,Freehold,Single Family,4+1,4.0,,30.06 x 110.82 FT,Attached garage,4.0,2.0,175.5,,,,"$1,268,000"
702,"18 TESSON PL, Toronto, Ontario, M1C 3M5",Detached,House,Finished,Brick,,Freehold,Single Family,4,4.0,"Public Transit, Schools",111 FT ; Huge Sprawling Unique Irregular Lot!,Attached garage,6.0,2.0,147.18999999999997,Cul-de-sac,,Community Centre,"$1,248,800"
703,"48 ELMFIELD CRES, Toronto, Ontario, M1V 2Y6",Detached,House,Finished,"Aluminum siding, Brick",Yes,Freehold,Single Family,3+1,4.0,"Park, Public Transit, Schools","9.32 x 32.04 M ; Per Survey 33.53M South, 16.5M West",Attached garage,4.0,2.0,97.76,,,,"$1,088,000"
704,"587 HORNER AVE, Toronto, Ontario, M8W 2C7",Detached,House,Partially finished,Brick,Yes,Freehold,Single Family,3,2.0,"Park, Public Transit, Schools",40 x 125 FT,,3.0,1.0,64.08,,,Community Centre,"$999,999"
705,"22 SUMMERGLADE DR, Toronto, Ontario, M1S 1W7",Detached,House,,Brick,,Freehold,Single Family,3+3,4.0,,47.22 x 110.14 FT ; 110.19Ft X 65.44Ft X 110.47Ft X 41.13Ft,Attached garage,4.0,1.0,65.44999999999999,,,,"$999,998"
706,"131 STANLEY GREENE BLVD, Toronto, Ontario, M3K 0A5",Semi-Detached,House,Finished,Concrete,Yes,Freehold,Single Family,5,4.0,"Hospital, Park, Public Transit",20.54 x 43.93 FT,Garage,2.0,3.0,108.96,,,,"$999,000"
707,"47 PILKINGTON DR, Toronto, Ontario, M1L 0B7",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,4,4.0,"Park, Public Transit, Ski area",22.47 x 83.99 FT,Garage,3.0,3.0,149.42,,,,"$929,900"
708,"11 DEEP DENE DR, Toronto, Ontario, M1C 1L6",Detached,House,Finished,"Brick, Stucco",Yes,Freehold,Single Family,2+1,2.0,,60.37 x 158.5 FT,Attached garage,4.0,1.0,84.07,,,,"$929,900"
709,"33 LAMONT AVE, Toronto, Ontario, M1S 1A8",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,2.0,"Public Transit, Schools","50 x 260 FT ; Slightly Irregular S-54.3', E-239'",Attached garage,4.0,2.0,106.99,,,,"$928,900"
710,"413 MURRAY ROSS PKWY, Toronto, Ontario, M3J 3P1",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,5+2,5.0,"Public Transit, Schools",23.95 x 106.44 FT,Detached garage,2.0,2.0,134.51,"Cul-de-sac, Lane",,School Bus,"$899,900"
711,"164 MORRISON AVE, Toronto, Ontario, M6E 1M7",Detached,House,Finished,"Aluminum siding, Brick",,Freehold,Single Family,3,2.0,,19 x 119.67 FT,Detached garage,3.0,2.0,77.19999999999997,Lane,,,"$899,000"
712,"47 ROXALINE ST, Toronto, Ontario, M9P 2Z1",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,3+1,2.0,"Park, Public Transit, Schools",30 x 120 FT,Detached garage,3.0,2.0,73.09,Partially cleared,,,"$879,900"
713,"22 GOYA CRES, Toronto, Ontario, M1B 6A4",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4,4.0,"Hospital, Park, Public Transit, Schools",42.6 x 100.07 FT,Attached garage,6.0,2.0,147.24,,,,"$788,888"
714,"164 WOODFERN DR, Toronto, Ontario, M1K 2L5",Semi-Detached,House,Partially finished,Brick,,Freehold,Single Family,3,2.0,,30 x 110 FT ; Irregular,Detached garage,6.0,2.0,59.19000000000001,,,,"$779,000"
715,"90 STAGECOACH CIRC, Toronto, Ontario, M1C 0A1",Townhouse,Row / Townhouse,Finished,Brick,,Freehold,Single Family,3,4.0,,26.26 x 64.2 FT,Attached garage,3.0,3.0,93.21,,,,"$749,900"
716,"38 TERRACE AVE, Toronto, Ontario, M2R 1E9",Detached,House,Finished,"Stone, Stucco",,Freehold,Single Family,5+1,6.0,,48 x 126.85 FT,Garage,6.0,2.0,206.51,,,,"$2,599,000"
717,"43 WEDGEWOOD DR, Toronto, Ontario, M2M 2H4",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+1,6.0,"Park, Public Transit, Schools",67.97 x 108.41 FT,Garage,6.0,2.0,199.31,,,Community Centre,"$2,488,000"
718,"47 EALING DR, Toronto, Ontario, M2L 2R4",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+1,4.0,,50.13 x 125.33 FT,Attached garage,6.0,2.0,118.21,,,,"$2,350,000"
719,"387 WINNETT AVE, Toronto, Ontario, M6C 3M2",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,3,5.0,"Park, Public Transit, Schools",25 x 128 FT,,1.0,2.0,,Conservation/green belt,,,"$2,348,800"
720,"148 ALDWYCH AVE, Toronto, Ontario, M4J 1X6",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4+1,5.0,"Hospital, Park, Public Transit, Schools",26 x 123 FT,Garage,3.0,2.0,148.28,,,,"$2,199,000"
721,"72 LEGGETT AVE, Toronto, Ontario, M9P 1X4",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+2,5.0,"Public Transit, Schools",108.5 x 150 FT,Attached garage,9.0,1.0,199.83,"Cul-de-sac, Wooded area, Ravine",,,"$2,180,000"
722,"15 GORE ST, Toronto, Ontario, M6J 2C5",Semi-Detached,House,Finished,Stucco,Yes,Freehold,Single Family,4,4.0,"Park, Public Transit, Schools",16.42 x 72 FT,,1.0,6.0,,Lane,,School Bus,"$1,729,000"
723,"4 SUN AVE, Toronto, Ontario, M1R 3V1",Detached,House,Finished,"Brick, Stucco",,Freehold,Single Family,5+2,3.0,,40 x 129.6 FT,Carport,4.0,2.0,182.07,,,,"$1,699,000"
724,"93 BANNATYNE DR, Toronto, Ontario, M2L 2P4",Detached,House,Partially finished,Brick,Yes,Freehold,Single Family,4+1,4.0,"Hospital, Park, Public Transit, Schools",50.14 x 120.16 FT,Attached garage,3.0,2.0,88.83000000000001,Conservation/green belt,,,"$1,630,000"
725,"343 SHAW ST, Toronto, Ontario, M6J 2X1",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,4+1,4.0,"Hospital, Park, Public Transit, Schools",22.25 x 78 FT ; Corner Lot,Detached garage,4.0,3.0,108.6,,,,"$1,600,000"
726,"36 KINGSVIEW BLVD, Toronto, Ontario, M9R 1T8",Detached,House,Partially finished,"Aluminum siding, Stucco",Yes,Freehold,Single Family,3+1,2.0,,118.08 x 74 FT ; Corner Lot,Attached garage,6.0,1.0,112.29,,,,"$1,499,999"
727,"35 CLAREVILLE CRES, Toronto, Ontario, M2N 5P6",Detached,House,Finished,Brick,Yes,Freehold,Single Family,5+1,2.0,,45.64 x 139.51 FT,Carport,3.0,2.0,73.95,,,,"$1,450,000"
728,"24 KENNETH AVE, Toronto, Ontario, M2N 7B4",Townhouse,Row / Townhouse,Finished,Stucco,Yes,Freehold,Single Family,4,3.0,,16.4 x 73.72 FT,Garage,2.0,3.0,145.73,,,,"$1,429,000"
729,"86 GLEN WATFORD DR, Toronto, Ontario, M1S 2C7",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,3.0,"Park, Public Transit, Schools",75 x 196.14 FT,Attached garage,5.0,1.0,249.65,,,Community Centre,"$1,399,900"
730,"22 SANDFORD AVE, Toronto, Ontario, M4L 2E6",Semi-Detached,House,,Brick,,Freehold,Single Family,3+1,2.0,,19.42 x 113 FT,Detached garage,2.0,2.0,125.39,Lane,,,"$1,399,000"
731,"46 GLENBOROUGH PARK CRES, Toronto, Ontario, M2R 2G5",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,2.0,"Public Transit, Schools",62.5 x 125 FT,Detached garage,6.0,2.0,98.25,,,Community Centre,"$1,398,000"
732,"62 CRESTHAVEN DR, Toronto, Ontario, M2H 1M3",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+2,4.0,,52 x 119 FT ; 119.13 Ft X 52.05 Ft X 119.13 Ft X 52 Ft,Attached garage,5.0,1.0,66.61,,,,"$1,388,000"
733,"21 IRVINGTON CRES, Toronto, Ontario, M2N 2Z2",Detached,House,Partially finished,Brick,,Freehold,Single Family,3,2.0,"Park, Public Transit, Schools",50.09 x 164.92 FT ; See Survey,Detached garage,4.0,2.0,77.36000000000001,,,,"$1,328,800"
734,"69 SIXTEENTH ST, Toronto, Ontario, M8V 3J9",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,3+1,4.0,"Park, Public Transit, Schools",25 x 88.58 FT,Detached garage,3.0,2.0,102.27,,,Community Centre,"$1,299,900"
735,"4 PONY FARM DR, Toronto, Ontario, M9R 4A6",Townhouse,Row / Townhouse,Unfinished,Brick,Yes,Freehold,Single Family,3,3.0,"Hospital, Public Transit, Schools",20.96 x 81 FT,Attached garage,3.0,3.0,,Conservation/green belt,,,"$1,205,000"
736,"105 WYNDCLIFF CRES, Toronto, Ontario, M4A 2J9",Detached,House,Finished,Brick,,Freehold,Single Family,3,2.0,,50.55 x 120.17 FT,Attached garage,3.0,1.0,84.92999999999998,,,,"$1,199,000"
737,"116 MARILAKE DR, Toronto, Ontario, M1S 1V9",Detached,House,Finished,Brick,,Freehold,Single Family,4,2.0,,50 x 110 FT,,2.0,2.0,84.0,,,,"$979,000"
738,"5 BRILLIANT CRT, Toronto, Ontario, M1V 0A8",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,4+2,4.0,,24.8 x 112.67 FT,Garage,2.0,2.0,107.73,,,,"$939,000"
739,"16 WATERCLIFFE Road, Toronto, Ontario, M9W 4C6",Detached,,Partially finished,Brick,,Freehold,Single Family,3,2.0,"Hospital, Park, Public Transit",,Attached garage,4.0,2.0,,"Park setting, Park/reserve, Paved driveway",,,"$924,950"
740,"525 KENNEDY RD, Toronto, Ontario, M1K 2B1",Detached,House,Finished,Aluminum siding,,Freehold,Single Family,2+2,2.0,,53 x 157 FT,Detached garage,6.0,1.0,56.58,,,,"$874,900"
741,"527 KENNEDY RD, Toronto, Ontario, M1K 2B1",Detached,House,,Aluminum siding,,Freehold,Single Family,3+2,2.0,,53 x 157 FT,Detached garage,9.0,2.0,86.56,,,,"$874,900"
